name,sku,subtitle,ribbon,ribbonColor,description,showOnFrontpage,category1,category2,category3,image,weight,price,recommended_price,quantity,enabled,shippingType,shippingMethodMarkup,shippingFlatRate,shippingDisabledMethods,shippingEnabledMethods,length,width,height,upc,brand,seo_title,seo_description
Billabong Tribong Bungalow Lo Tides 19' Boardshorts,M115GTLE,Pre-order available,New arrivals!,#7713FA,"<h3>About Billabong Tribong Bungalow Lo Tides 19' Boardshorts in Ice</h3>On seam pockets.<br>Lasso waist.<br>Cut-and-sew colorblocked panelling.<br>Back right patch pocket with flap.<br>Outseam: 19 inches.<p>51% Cotton, 43% Polyester, 6% Elastane.<br></p><p><em>This site is a demo site only. This product is not available for sale from us but can be purchased at <a href=""http://surfride.com/"" target=""_blank"">SurfRide.com</a>. The product images and descriptions have been provided by Surf Ride.</em><br/></p>",1,Mens Apparel,,,https://dpbfm6h358sh7.cloudfront.net/images/1003/414464001.jpg,0.3,55,59.99,10,yes,GLOBAL_METHODS,0,0,,,4,3,1,,,Billabong Tribong Bungalow Lo Tides 19' Boardshorts,Billabong Tribong Bungalow Lo Tides 19' Boardshorts
